Code Length,Code,Title Updated,Description Updated
4,6239,Other Residential Care Facilities,"This industry comprises establishments primarily engaged in providing residential care (except residential intellectual and developmental disability facilities, residential mental health and substance abuse facilities, continuing care retirement communities, and assisted living facilities for the elderly).  These establishments also provide supervision and personal care services.

Illustrative Examples:

Boot or disciplinary camps (except correctional) for delinquent youth
Group homes for the hearing or visually impaired
Child group foster homes
Delinquent youth halfway group homes
Halfway group homes for delinquents or ex-offenders
Homes for unwed mothers
Group homes for the disabled without nursing care
Orphanages


Cross-References."
4,6241,Individual and Family Services,"This industry group comprises establishments primarily engaged in providing nonresidential social assistance to children and youth, the elderly, persons with disabilities, and all other individuals and families.
"
4,6242,"Community Food and Housing, and Emergency and Other Relief Services","This industry group comprises establishments primarily engaged in one of the following: (1) collecting, preparing, and delivering food for the needy; (2) providing short-term emergency shelter, temporary residential shelter, transitional housing, volunteer construction or repair of low-cost housing, and/or repair of homes for individuals or families in need; or (3) providing food, shelter, clothing, medical relief, resettlement, and counseling to victims of domestic or international disasters or conflicts (e.g., wars).
"
4,6243,Vocational Rehabilitation Services,"This industry comprises (1) establishments primarily engaged in providing vocational rehabilitation or habilitation services, such as job counseling, job training, and work experience, to unemployed and underemployed persons, persons with disabilities, and persons who have a job market disadvantage because of lack of education, job skill, or experience and (2) establishments primarily engaged in providing training and employment to persons with disabilities.  Vocational rehabilitation job training facilities (except schools) and sheltered workshops (i.e., work experience centers) are included in this industry.

Cross-References."
4,6244,Child Care Services,"This industry comprises establishments primarily engaged in providing care and early learning opportunities for infants and children.  These establishments generally care for children from birth through school age and may also offer pre-kindergarten, kindergarten, and/or before- or after-school educational programs.  The care and early learning provided by these establishments may include opportunities for development in health, social and emotional learning, and family engagement.

Illustrative Examples:

Before-school and after-school educational programs, separate from schools
Child care babysitting services
Child or infant care centers
Head Start and Early Head Start programs, separate from schools
Nursery schools
Preschool centers


Cross-References. Establishments primarily engaged in--"
4,7111,Performing Arts Companies,"This industry group comprises establishments primarily engaged in producing live presentations involving the performances of actors and actresses, singers, dancers, musical groups and artists, and other performing artists.
"
4,7112,Spectator Sports,"This industry comprises (1) sports teams or clubs primarily participating in live sporting events before a paying audience; (2) establishments primarily engaged in operating racetracks without casinos; (3) independent athletes engaged in participating in live sporting or racing events before a paying audience; (4) owners of racing participants, such as cars, dogs, and horses, primarily engaged in entering them in racing events or other spectator sports events; and (5) establishments, such as sports trainers, primarily engaged in providing specialized services to support participants in sports events or competitions.  The sports teams and clubs included in this industry may or may not operate their own arena, stadium, or other facility for presenting their games or other spectator sports events.

Cross-References."
4,7113,"Promoters of Performing Arts, Sports, and Similar Events","This industry group comprises establishments primarily engaged in organizing, promoting, and/or managing live performing arts productions, sports events, and similar events, held in facilities that they manage and operate or in facilities that are managed and operated by others.
"
4,7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","This industry comprises establishments of agents and managers primarily engaged in representing and/or managing creative and performing artists, sports figures, entertainers, and other public figures.  The representation and management includes activities, such as representing clients in contract negotiations; managing or organizing clients' financial affairs; and generally promoting the careers of their clients.

Illustrative Examples:

Celebrities' agents or managers
Sports figures' agents or managers
Literary agents
Talent agents
Modeling agents


Cross-References."
4,7115,"Independent Artists, Writers, and Performers","This industry comprises independent (i.e., freelance) individuals primarily engaged in performing in artistic productions, in creating artistic and cultural works or productions, or in providing technical expertise necessary for these productions.  This industry also includes athletes and other celebrities exclusively engaged in endorsing products and making speeches or public appearances for which they receive a fee.

Illustrative Examples:

Independent actors or actresses
Independent producers
Independent art restorers
Independent recording technicians
Independent artists (except musical, commercial, medical)
Independent speakers 
Independent cartoonists
Independent theatrical costume designers
Independent dancers
Independent theatrical lighting technicians
Independent journalists
Independent technical writers


Cross-References."
4,7121,"Museums, Historical Sites, and Similar Institutions","This industry comprises establishments primarily engaged in the preservation and exhibition of objects of historical, cultural, and/or educational value.

Illustrative Examples:

Art galleries (except retail)
Planetariums
Art museums
Science or technology museums
Halls of fame
Wax museums


Cross-References."
4,7131,Amusement Parks and Arcades,"This industry group comprises establishments primarily engaged in operating amusement parks and amusement arcades and parlors.
"
4,7132,Gambling Industries,"This industry group comprises establishments (except casino hotels) primarily engaged in operating gambling facilities, such as casinos, bingo halls, and video gaming terminals, or in the provision of gambling services, such as lotteries and off-track betting.  Casino hotels are classified in Industry 72112, Casino Hotels.
"
4,7139,Other Amusement and Recreation Industries,"This industry group comprises establishments primarily engaged in operating golf courses and country clubs; skiing facilities; marinas; fitness and recreational sports centers; bowling centers; and providing other amusement and recreation services.
"
4,7211,Traveler Accommodation,"This industry group comprises establishments primarily engaged in providing short-term lodging in facilities, such as hotels, motels, casino hotels, and bed-and-breakfast inns.  In addition to lodging, these establishments may provide a range of other services to their guests.
"
4,7212,RV (Recreational Vehicle) Parks and Recreational Camps,"This industry comprises establishments primarily engaged in operating recreational vehicle parks and campgrounds and recreational and vacation camps.  These establishments cater to outdoor enthusiasts and are characterized by the type of accommodation and by the nature and the range of recreational facilities and activities provided to their clients.

Illustrative Examples:

Campgrounds
Fishing and hunting camps
Travel trailer campsites
Outdoor adventure retreats
Vacation camps (except instructional, day)
Recreational vehicle parks


Cross-References. Establishments primarily engaged in--"
4,7213,"Rooming and Boarding Houses, Dormitories, and Workers' Camps","This industry comprises establishments primarily engaged in operating rooming and boarding houses and similar facilities, such as fraternity houses, sorority houses, off campus dormitories, residential clubs, and workers' camps.  These establishments provide temporary or longer-term accommodations, which, for the period of occupancy, may serve as a principal residence.  These establishments also may provide complementary services, such as housekeeping, meals, and laundry services.

Illustrative Examples:

Dormitories (off campus)
Sorority houses
Fraternity houses
Workers' camps
Rooming houses
"
4,7223,Special Food Services,"This industry group comprises establishments primarily engaged in providing food services at one or more of the following locations: (1) the customer's location; (2) a location designated by the customer; or (3) from motorized vehicles or nonmotorized carts.
"
4,7224,Drinking Places (Alcoholic Beverages),"This industry comprises establishments known as bars, taverns, nightclubs, or drinking places primarily engaged in preparing and serving alcoholic beverages for immediate consumption.  These establishments may also provide limited food services.

Cross-References. Establishments primarily engaged in--"
4,7225,Restaurants and Other Eating Places,"This industry comprises establishments primarily engaged in one of the following: (1) providing food services to patrons who order and are served while seated (i.e., waiter/waitress service) and pay after eating; (2) providing food services to patrons who generally order or select items (e.g., at a counter, in a buffet line) and pay before eating; or (3) preparing and/or serving a specialty snack (e.g., ice cream, frozen yogurt, cookies) and/or nonalcoholic beverages (e.g., coffee, juices, sodas) for consumption on or near the premises.

Cross-References. Establishments primarily engaged in--"
4,8111,Automotive Repair and Maintenance,"This industry group comprises establishments involved in providing repair and maintenance services for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers.  Establishments in this industry group employ mechanics with specialized technical skills to diagnose and repair the mechanical and electrical systems for automotive vehicles, repair automotive interiors, and paint or repair automotive exteriors.
"
4,8112,Electronic and Precision Equipment Repair and Maintenance,"This industry comprises establishments primarily engaged in repairing and maintaining one or more of the following: (1) consumer electronic equipment; (2) computers; (3) office machines; (4) communication equipment; and (5) other electronic and precision equipment and instruments, without retailing these products as new.  Establishments in this industry repair items, such as microscopes, radar and sonar equipment, televisions, stereos, video recorders, computers, fax machines, photocopying machines, two-way radios, cellular telephones, and other communications equipment, scientific instruments, and medical equipment.

Cross-References. Establishments primarily engaged in--"
4,8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,"This industry comprises establishments primarily engaged in the repair and maintenance of commercial and industrial machinery and equipment.  Establishments in this industry either sharpen/install commercial and industrial machinery blades and saws or provide welding (e.g., automotive, general) repair services; or repair agricultural and other heavy and industrial machinery and equipment (e.g., forklifts and other material handling equipment, machine tools, commercial refrigeration equipment, construction equipment, and mining machinery).

Cross-References. Establishments primarily engaged in--"
4,8114,Personal and Household Goods Repair and Maintenance,"This industry group comprises establishments primarily engaged in home and garden equipment and appliance repair and maintenance; reupholstery and furniture repair; footwear and leather goods repair; and other personal and household goods repair and maintenance.
"
4,8121,Personal Care Services,"This industry group comprises establishments, such as barber and beauty shops, that provide appearance care services to individual consumers.
"
4,8122,Death Care Services,"This industry group comprises establishments primarily engaged in preparing the dead for burial or interment, conducting funerals, operating sites or structures reserved for the interment of human or animals remains, and/or cremating the dead.
"
4,8123,Drycleaning and Laundry Services,"This industry group comprises establishments primarily engaged in operating coin- or card-operated or similar self-service laundries and drycleaners; providing drycleaning and laundry services (except coin- or card-operated); and supplying, on a rental or contract basis, laundered items (e.g., uniforms, gowns, shop towels, etc.).  Included in this industry group are establishments primarily engaged in supplying and servicing coin- or card-operated laundry and drycleaning equipment in places of business operated by others, such as apartments and dormitories.
"
4,8129,Other Personal Services,"This industry group comprises establishments primarily engaged in providing personal services (except personal care services, death care services, or drycleaning and laundry services).
"
4,8131,Religious Organizations,"This industry comprises (1) establishments primarily engaged in operating religious organizations, such as churches, religious temples, mosques, and monasteries, and/or (2) establishments primarily engaged in administering an organized religion or promoting religious activities.

Illustrative Examples:

Churches
Shrines, religious
Monasteries (except schools)
Synagogues
Mosques, religious
Temples, religious


Cross-References."
4,8132,Grantmaking and Giving Services,"This industry comprises (1) establishments known as grantmaking foundations or charitable trusts and (2) establishments primarily engaged in raising funds for a wide range of social welfare activities, such as health, educational, scientific, and cultural activities.

Cross-References. Establishments primarily engaged in--"
4,8133,Social Advocacy Organizations,"This industry comprises establishments primarily engaged in promoting a particular cause or working for the realization of a specific social or political goal to benefit a broad or specific constituency.  These organizations may solicit contributions and offer memberships to support these goals.

Illustrative Examples:

Community action advocacy organizations
Firearms advocacy organizations
Conservation advocacy organizations
Human rights advocacy organizations
Environmental advocacy organizations
Wildlife preservation organizations


Cross-References."
4,8134,Civic and Social Organizations,"This industry comprises establishments primarily engaged in promoting the civic and social interests of their members.  Establishments in this industry may operate bars and restaurants for their members.

Illustrative Examples:

Alumni associations
Granges
Automobile clubs (except travel)
Parent-teacher associations
Booster clubs
Scouting organizations
Ethnic associations
Social clubs
Fraternal lodges
Veterans' membership organizations


Cross-References."
4,8139,"Business, Professional, Labor, Political, and Similar Organizations","This industry group comprises establishments primarily engaged in promoting the interests of their members (except religious organizations, social advocacy organizations, and civic and social organizations).  Examples of establishments in this industry are business associations, professional organizations, labor unions, and political organizations.
"
4,8141,Private Households,"This industry comprises private households primarily engaged in employing workers on or about the premises in activities primarily concerned with the operation of the household.  These private households may employ individuals, such as cooks, maids, nannies, butlers, non-medical personal care aides, and outside workers, such as gardeners, caretakers, and other maintenance workers.

Cross-References. Establishments primarily engaged in--"
4,9211,"Executive, Legislative, and Other General Government Support","This industry comprises government establishments serving as offices of chief executives and their advisory committees and commissions.  This industry includes offices of the president, governors, and mayors, in addition to executive advisory commissions.
"
4,9221,"Justice, Public Order, and Safety Activities","This industry comprises civilian courts of law (except American Indian and Alaska Native tribal courts).  Included in this industry are civilian courts, courts of law, and sheriffs' offices conducting court functions only.

Cross-References."
4,9231,Administration of Human Resource Programs,"This industry comprises government establishments primarily engaged in the central coordination, planning, supervision, and administration of funds, policies, intergovernmental activities, statistical reports and data collection, and centralized programs for educational administration.  Government scholarship programs are included in this industry.

Illustrative Examples:

Education offices, nonoperating, public administration
State education departments
Education statistics centers, government
University regents or boards, government


Cross-References."
4,9241,Administration of Environmental Quality Programs,"This industry comprises government establishments primarily engaged in one or more of the following: (1) the administration, regulation, and enforcement of air and water resource programs; (2) the administration and regulation of solid waste management programs; (3) the administration and regulation of water and air pollution control and prevention programs; (4) the administration and regulation of flood control programs; (5) the administration and regulation of drainage development and water resource consumption programs; (6) the administration and regulation of toxic waste removal and cleanup programs; and (7) coordination of these activities at intergovernmental levels.

Illustrative Examples:

Environmental protection program administration, public administration
Waste management program (except sanitation districts) administration, public administration
Pollution control program administration, public administration
Water control and quality program administration, public administration


Cross-References. Government establishments primarily engaged in--"
4,9251,"Administration of Housing Programs, Urban Planning, and Community Development","This industry comprises government establishments primarily engaged in the administration and planning of housing programs.

Cross-References. Government establishments primarily engaged in--"
4,9261,Administration of Economic Programs,"This industry comprises government establishments primarily engaged in the administration, promotion, and development of economic resources, including business, industry, and tourism.  Included in this industry are government establishments responsible for the development of general statistical data and analyses and promotion of the general economic well-being of the governed area.

Illustrative Examples:

Consumer protection offices, public administration
Small business development agencies, public administration
Economic development agencies, government
Trade commissions, government
General economics statistical agencies, public administration


Cross-References. Government establishments primarily engaged in--"
4,9271,Space Research and Technology,"This industry comprises government establishments primarily engaged in the administration and operations of space flights, space research, and space exploration.  Included in this industry are government establishments operating space flight centers.

Cross-References."
4,9281,National Security and International Affairs,"This industry comprises government establishments of the Armed Forces, including the National Guard, primarily engaged in national security and related activities.

Illustrative Examples:

Air Force
Military police
Army
Military training schools (except military service academies)
Marine Corps
National Guard
Military courts
Navy


Cross-References. Government establishments primarily engaged in--"
